movieId,title,genres,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,poster_path,cluster_kmeans
410,Addams Family Values (1993),Children|Comedy|Fantasy,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data/posters/Addams_Family_Values_1993.jpg,5
455,Free Willy (1993),Adventure|Children|Drama,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Free_Willy_1993.jpg,5
25,Leaving Las Vegas (1995),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Leaving_Las_Vegas_1995.jpg,11
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Die_Hard_with_a_Vengeance_1995.jpg,4
150,Apollo 13 (1995),Adventure|Drama|IMAX,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,data/posters/Apollo_13_1995.jpg,3
7,Sabrina (1995),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/Sabrina_1995.jpg,10
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/Even_Cowgirls_Get_the_Blues_1993.jpg,11
235,Ed Wood (1994),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Ed_Wood_1994.jpg,10
205,Unstrung Heroes (1995),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Unstrung_Heroes_1995.jpg,11
75,Big Bully (1996),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Big_Bully_1996.jpg,1
44,Mortal Kombat (1995),Action|Adventure|Fantasy,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data/posters/Mortal_Kombat_1995.jpg,10
184,Nadja (1994),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Nadja_1994.jpg,1
304,Roommates (1995),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Roommates_1995.jpg,0
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,data/posters/Body_Snatchers_1993.jpg,11
494,Executive Decision (1996),Action|Adventure|Thriller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Executive_Decision_1996.jpg,0
417,Barcelona (1994),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/Barcelona_1994.jpg,4
425,Blue Sky (1994),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Blue_Sky_1994.jpg,4
415,Another Stakeout (1993),Comedy|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Another_Stakeout_1993.jpg,4
421,Black Beauty (1994),Adventure|Children|Drama,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Black_Beauty_1994.jpg,8
175,Kids (1995),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Kids_1995.jpg,10
87,Dunston Checks In (1996),Children|Comedy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Dunston_Checks_In_1996.jpg,10
487,Lightning Jack (1994),Comedy|Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,data/posters/Lightning_Jack_1994.jpg,6
451,Flesh and Bone (1993),Drama|Mystery|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,data/posters/Flesh_and_Bone_1993.jpg,11
17,Sense and Sensibility (1995),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Sense_and_Sensibility_1995.jpg,8
193,Showgirls (1995),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Showgirls_1995.jpg,6
279,My Family (1995),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/My_Family_1995.jpg,0
281,Nobody's Fool (1994),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Nobodys_Fool_1994.jpg,5
467,Live Nude Girls (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Live_Nude_Girls_1995.jpg,0
176,Living in Oblivion (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Living_in_Oblivion_1995.jpg,6
327,Tank Girl (1995),Action|Comedy|Sci-Fi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,data/posters/Tank_Girl_1995.jpg,11
274,Man of the House (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Man_of_the_House_1995.jpg,6
74,Bed of Roses (1996),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Bed_of_Roses_1996.jpg,11
168,First Knight (1995),Action|Drama|Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/First_Knight_1995.jpg,5
21,Get Shorty (1995),Comedy|Crime|Thriller,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Get_Shorty_1995.jpg,6
155,Beyond Rangoon (1995),Adventure|Drama|War,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,data/posters/Beyond_Rangoon_1995.jpg,4
316,Stargate (1994),Action|Adventure|Sci-Fi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,data/posters/Stargate_1994.jpg,8
14,Nixon (1995),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Nixon_1995.jpg,7
187,Party Girl (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Party_Girl_1995.jpg,11
348,Bullets Over Broadway (1994),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Bullets_Over_Broadway_1994.jpg,10
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,data/posters/Copycat_1995.jpg,4
241,Fluke (1995),Children|Drama,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Fluke_1995.jpg,5
2,Jumanji (1995),Adventure|Children|Fantasy,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data/posters/Jumanji_1995.jpg,4
249,Immortal Beloved (1994),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Immortal_Beloved_1994.jpg,10
173,Judge Dredd (1995),Action|Crime|Sci-Fi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,data/posters/Judge_Dredd_1995.jpg,3
312,Stuart Saves His Family (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Stuart_Saves_His_Family_1995.jpg,10
157,Canadian Bacon (1995),Comedy|War,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,data/posters/Canadian_Bacon_1995.jpg,9
381,When a Man Loves a Woman (1994),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/When_a_Man_Loves_a_Woman_1994.jpg,11
384,Bad Company (1995),Action|Crime|Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Bad_Company_1995.jpg,11
61,Eye for an Eye (1996),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/Eye_for_an_Eye_1996.jpg,1
481,Kalifornia (1993),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,data/posters/Kalifornia_1993.jpg,11
86,White Squall (1996),Action|Adventure|Drama,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/White_Squall_1996.jpg,11
300,Quiz Show (1994),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/Quiz_Show_1994.jpg,0
6,Heat (1995),Action|Crime|Thriller,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Heat_1995.jpg,4
270,Love Affair (1994),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Love_Affair_1994.jpg,4
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Beverly_Hills_Cop_III_1994.jpg,5
288,Natural Born Killers (1994),Action|Crime|Thriller,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Natural_Born_Killers_1994.jpg,11
466,Hot Shots! Part Deux (1993),Action|Comedy|War,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,data/posters/Hot_Shots_Part_Deux_1993.jpg,0
441,Dazed and Confused (1993),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Dazed_and_Confused_1993.jpg,6
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,data/posters/Congo_1995.jpg,3
474,In the Line of Fire (1993),Action|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/In_the_Line_of_Fire_1993.jpg,0
479,Judgment Night (1993),Action|Crime|Thriller,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Judgment_Night_1993.jpg,10
5,Father of the Bride Part II (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Father_of_the_Bride_Part_II_1995.jpg,0
223,Clerks (1994),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/posters/Clerks_1994.jpg,6
236,French Kiss (1995),Action|Comedy|Romance,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data/posters/French_Kiss_1995.jpg,8
240,Hideaway (1995),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data/posters/Hideaway_1995.jpg,0
450,With Honors (1994),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/posters/With_Honors_1994.jpg,1
222,Circle of Friends (1995),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data/posters/Circle_of_Friends_1995.jpg,11
